id,name english,description,desc english
bless_100110,Forest Soul Amp,"{k1} Attack Damage Bonus <font color='#83d18a'>+{v1}%</font>, Radius <font color='#83d18a'>+{v2}</font>","{k1} Attack Damage Bonus <font color='#83d18a'>+{v1}%</font>, Radius <font color='#83d18a'>+{v2}</font>"
bless_100111,Wrath Amp,"{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, damage increase per bounce <font color='#83d18a'>+{v2}%</font>","{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, damage increase per bounce <font color='#83d18a'>+{v2}%</font>"
bless_100112,Scurry Amp,"{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, attacks required to destroy <font color='#83d18a'>+{v2}</font>","{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, attacks required to destroy <font color='#83d18a'>+{v2}</font>"
bless_100113,Sharpshooter Amp,"{k1} Base Damage <font color='#83d18a'>+{v1}</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Base Damage <font color='#83d18a'>+{v1}</font>, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100114,Soulbind Amp,"{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, Duration <font color='#83d18a'>+{v2}</font>","{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, Duration <font color='#83d18a'>+{v2}</font>"
bless_100115,Flak Cannon Attack,{k1} Bonus Attack <font color='#83d18a'>+{v1}</font>,{k1} Bonus Attack <font color='#83d18a'>+{v1}</font>
bless_100116,Crash,"{k1} damage <font color='#83d18a'>+{v1}</font> , and on death immediately releases homing missiles to units within </font> {radius}</font> range","{k1} damage <font color='#83d18a'>+{v1}</font> , and on death immediately releases homing missiles to units within </font> {radius}</font> range"
bless_100117,Barrage Amp,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, {k4} Cooldown <font color='#83d18a'>-{v2}%</font>","{k1} Damage <font color='#83d18a'>+{v1}%</font>, {k4} Cooldown <font color='#83d18a'>-{v2}%</font>"
bless_100117a,Flak Cannon Reinforcement,"{k1} Attacks <font color='#83d18a'>+{v1}</font>, Range <font color='#83d18a'>+{v2}</font>","{k1} Attacks <font color='#83d18a'>+{v1}</font>, Range <font color='#83d18a'>+{v2}</font>"
bless_100118a,Woodswalker Amp,"{k1} Turn Chance <font color='#83d18a'>+{v1}%</font>, Tree Search Radius <font color='#83d18a'>+{v2}</font>","{k1} Turn Chance <font color='#83d18a'>+{v1}%</font>, Tree Search Radius <font color='#83d18a'>+{v2}</font>"
bless_100118,Hunter's Boomerang Enhanced,"{k1} Spell Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Spell Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100119,Acorn Shot Enhanced,"{k1} Cooldown <font color='#83d18a'>-{v1}%</font>, Bounces <font color='#83d18a'>+{v2}</font>","{k1} Cooldown <font color='#83d18a'>-{v1}%</font>, Bounces <font color='#83d18a'>+{v2}</font>"
bless_100120,Sharpshooter Amp,"{k1} Max Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}%</font>","{k1} Max Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}%</font>"
bless_100120a,Acorn Shot Damage,"{k1} Bonus Damage <font color='#83d18a'>+{v2}</font>, Base Attack Damage <font color='#83d18a'>+{v1}%</font>","{k1} Bonus Damage <font color='#83d18a'>+{v2}</font>, Base Attack Damage <font color='#83d18a'>+{v1}%</font>"
bless_100121,Spear Amp,{k1} Burn Damage <font color='#83d18a'>+{v1}%</font>,{k1} Burn Damage <font color='#83d18a'>+{v1}%</font>
bless_100122,Berserker Blood,"{k1} Max Attack Speed <font color='#83d18a'>+{v1}</font>, Max Magic Resistance <font color='#83d18a'>+{v2}%</font>","{k1} Max Attack Speed <font color='#83d18a'>+{v1}</font>, Max Magic Resistance <font color='#83d18a'>+{v2}%</font>"
bless_100123,Life Break Amp,{k1} Damage <font color='#83d18a'>+{v1}%</font>，Cast Range +<font color='#83d18a'>{v2}</font>,{k1} Damage <font color='#83d18a'>+{v1}%</font>，Cast Range +<font color='#83d18a'>{v2}</font>
bless_100124,Chaos Meteor Enhancement,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100125,E.M.P. Upgrade,"{k1} Max Mana Burn <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Max Mana Burn <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100126,Sun Strike Upgrade,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Radius <font color='#83d18a'>+{v2}</font>","{k1} Damage <font color='#83d18a'>+{v1}%</font>, Radius <font color='#83d18a'>+{v2}</font>"
bless_100127,Ice Path Upgrade,"{k1} Length <font color='#83d18a'>+{v1}%</font>, Duration <font color='#83d18a'>+{v2}</font>s","{k1} Length <font color='#83d18a'>+{v1}%</font>, Duration <font color='#83d18a'>+{v2}</font>s"
bless_100128,Double Trouble (Innate) Upgrade,{k1} Attack Damage Reduction <font color='#83d18a'>-{v1}%</font>,{k1} Attack Damage Reduction <font color='#83d18a'>-{v1}%</font>
bless_100129,Macropyre Upgrade,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100130,Omnislash Upgrade,"{k1} Duration <font color='#83d18a'>+{v1}</font>s, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Duration <font color='#83d18a'>+{v1}</font>s, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100131,Blade Fury Bonus Damage,{k1} Damage <font color='#83d18a'>+{v1}%</font>,{k1} Damage <font color='#83d18a'>+{v1}%</font>
bless_100132,Blade Dance Upgrade,"{k1} Chance increased to <font color='#83d18a'>{v1}%</font>, Damage increased <font color='#83d18a'>{v2}%</font>","{k1} Chance increased to <font color='#83d18a'>{v1}%</font>, Damage increased <font color='#83d18a'>{v2}%</font>"
bless_100132a,Medicine to military,"{k1} chance up to <font color='#83d18a'>{v1}%</font>, DMG +<font color='#83d18a'>{v3}%</font>, {k4} & Sword Dance lifesteal <font color='#83d18a'>-{v2}%</font>","{k1} chance up to <font color='#83d18a'>{v1}%</font>, DMG +<font color='#83d18a'>{v3}%</font>, {k4} & Sword Dance lifesteal <font color='#83d18a'>-{v2}%</font>"
bless_100132b,Giant Blade Fury,"{k1} Range <font color='#83d18a'>+{v1}%</font>, and every <font color='#83d18a'>{interval}</font>s deals <font color='#83d18a'>{atk_pct}% × Attack Damage</font> magic damage to nearby enemies","{k1} Range <font color='#83d18a'>+{v1}%</font>, and every <font color='#83d18a'>{interval}</font>s deals <font color='#83d18a'>{atk_pct}% × Attack Damage</font> magic damage to nearby enemies"
bless_100133,Spirit Form Upgrade,"{k1} Cast Range <font color='#83d18a'>+{v1}</font>,Bright Speed Bonus MS <font color='#83d18a'>+{v2}%</font>","{k1} Cast Range <font color='#83d18a'>+{v1}</font>,Bright Speed Bonus MS <font color='#83d18a'>+{v2}%</font>"
bless_100134,Chakra Magic Upgrade,"{k1} Mana Regen <font color='#83d18a'>+{v1}</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Mana Regen <font color='#83d18a'>+{v1}</font>, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100135,Illuminate Upgrade,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Travel Speed <font color='#83d18a'>+{v2}</font>","{k1} Damage <font color='#83d18a'>+{v1}%</font>, Travel Speed <font color='#83d18a'>+{v2}</font>"
bless_100136,Torrent Upgrade,"{k1} Damage <font color='#83d18a'>+{v1}</font>, Radius <font color='#83d18a'>+{v2}</font>","{k1} Damage <font color='#83d18a'>+{v1}</font>, Radius <font color='#83d18a'>+{v2}</font>"
bless_100137,Ghostship Upgrade,{k1} Cooldown <font color='#83d18a'>-{v1}</font>s,{k1} Cooldown <font color='#83d18a'>-{v1}</font>s
bless_100137a,Admiral's Rum Enhanced,"{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, Damage Delay <font color='#83d18a'>+{v2}%</font>","{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, Damage Delay <font color='#83d18a'>+{v2}%</font>"
bless_100138,Tidebringer Upgrade,"{k1} Attack Damage Bonus <font color='#83d18a'>+{v1}</font>, Cleave Distance <font color='#83d18a'>+{v2}</font>","{k1} Attack Damage Bonus <font color='#83d18a'>+{v1}</font>, Cleave Distance <font color='#83d18a'>+{v2}</font>"
bless_100139,Overwhelming Odds Upgrade,"{k1} Attack Speed Bonus <font color='#83d18a'>+{v1}</font>, Radius <font color='#83d18a'>+{v2}</font>","{k1} Attack Speed Bonus <font color='#83d18a'>+{v1}</font>, Radius <font color='#83d18a'>+{v2}</font>"
bless_100140,Duel Upgrade,"{k1} Attack Damage Bonus <font color='#83d18a'>+{v1}</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Attack Damage Bonus <font color='#83d18a'>+{v1}</font>, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100141,Moment of Courage Upgrade,"{k1} Counter damage <font color='#83d18a'>+{v1}%</font>, attacks to trigger <font color='#83d18a'>-{v2}</font>","{k1} Counter damage <font color='#83d18a'>+{v1}%</font>, attacks to trigger <font color='#83d18a'>-{v2}</font>"
bless_100142,Split Earth Upgrade,"{k1} Radius <font color='#83d18a'>+{v1}</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Radius <font color='#83d18a'>+{v1}</font>, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100143,Pulse Nova Upgrade,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Mana Cost per Second <font color='#83d18a'>-{v2}</font>","{k1} Damage <font color='#83d18a'>+{v1}%</font>, Mana Cost per Second <font color='#83d18a'>-{v2}</font>"
bless_100144,Diabolic Edict Upgrade,"{k1} Explosion Damage <font color='#83d18a'>+{v1}%</font>, Explosions <font color='#83d18a'>+{v2}</font>","{k1} Explosion Damage <font color='#83d18a'>+{v1}%</font>, Explosions <font color='#83d18a'>+{v2}</font>"
bless_100145,Sinister Gaze Upgrade,"{k1} cast range <font color='#83d18a'>+{v1}</font>, casts Frost Blast <font color='#83d18a'>{times}</font> times on target.","{k1} cast range <font color='#83d18a'>+{v1}</font>, casts Frost Blast <font color='#83d18a'>{times}</font> times on target."
bless_100146,Frost Blast Upgrade,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Radius <font color='#83d18a'>+{v2}</font>","{k1} Damage <font color='#83d18a'>+{v1}%</font>, Radius <font color='#83d18a'>+{v2}</font>"
bless_100147,Chain Frost Upgrade,"{k1} Damage per Bounce <font color='#83d18a'>+{v1}%</font>, Bounces <font color='#83d18a'>+{v2}</font>","{k1} Damage per Bounce <font color='#83d18a'>+{v1}%</font>, Bounces <font color='#83d18a'>+{v2}</font>"
bless_100148,Feast Growth,{k1} Max Health per Non-Hero Kill <font color='#83d18a'>+{v1}</font> ， Max Health per Hero Kill <font color='#83d18a'>+{v2}</font>,{k1} Max Health per Non-Hero Kill <font color='#83d18a'>+{v1}</font> ， Max Health per Hero Kill <font color='#83d18a'>+{v2}</font>
bless_100149,Rage Upgrade,"{k1} Duration <font color='#83d18a'>+{v1}</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Duration <font color='#83d18a'>+{v1}</font>, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100150,Feast Upgrade,"{k1} Max Health Damage <font color='#83d18a'>+{v1}%</font>, Heal from Max Health <font color='#83d18a'>+{v2}%</font>","{k1} Max Health Damage <font color='#83d18a'>+{v1}%</font>, Heal from Max Health <font color='#83d18a'>+{v2}%</font>"
bless_100151,Laguna Blade Upgrade,{k1} Damage <font color='#83d18a'>+{v1}%</font>,{k1} Damage <font color='#83d18a'>+{v1}%</font>
bless_100152,Flame Cloak Cooldown,"{k4} Max Stacks increased to <font color='#83d18a'>{v2}</font> , {k1} CD <font color='#83d18a'>-{v1}%</font>","{k4} Max Stacks increased to <font color='#83d18a'>{v2}</font> , {k1} CD <font color='#83d18a'>-{v1}%</font>"
bless_100153,Dragon Slave Upgrade,"{k1} damage <font color='#83d18a'>+{v1}%</font>, casts Light Strike Array every {range} units traveled.","{k1} damage <font color='#83d18a'>+{v1}%</font>, casts Light Strike Array every {range} units traveled."
bless_100153a,Fiery Soul Upgrade,"{k1} Attack Speed <font color='#83d18a'>+{v1}</font>, Movement Speed <font color='#83d18a'>+{v2}%</font>","{k1} Attack Speed <font color='#83d18a'>+{v1}</font>, Movement Speed <font color='#83d18a'>+{v2}%</font>"
bless_100154,Lion Upgrade,{k1} Spell Amp Bonus increased to <font color='#83d18a'>{v1}%</font>,{k1} Spell Amp Bonus increased to <font color='#83d18a'>{v1}%</font>
bless_100155,Finger of Death Bonus Damage,{k1} Damage per Kill <font color='#83d18a'>+{v1}</font>,{k1} Damage per Kill <font color='#83d18a'>+{v1}</font>
bless_100156,Finger of Death Cooldown,"{k1} Cooldown <font color='#83d18a'>-{v2}%</font>, with Aghanim's Scepter <font color='#83d18a'>-{v1}%</font>","{k1} Cooldown <font color='#83d18a'>-{v2}%</font>, with Aghanim's Scepter <font color='#83d18a'>-{v1}%</font>"
bless_100157,Lone Druid,#N/A,#N/A
bless_100158,Lone Druid,#N/A,#N/A
bless_100159,Lone Druid,#N/A,#N/A
bless_100160,Lucent Beam Cast,"{k1} Cast Range <font color='#83d18a'>+{v1}</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Cast Range <font color='#83d18a'>+{v1}</font>, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100161,Moon Glaives Upgrade,"{k1} Bounce Damage Reduction <font color='#83d18a'>-{v1}%</font>, Bounces <font color='#83d18a'>+{v2}</font>","{k1} Bounce Damage Reduction <font color='#83d18a'>-{v1}%</font>, Bounces <font color='#83d18a'>+{v2}</font>"
bless_100162,Lucent Beam Damage,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, {k4} Lucent Beams <font color='#83d18a'>+{v2}</font>","{k1} Damage <font color='#83d18a'>+{v1}%</font>, {k4} Lucent Beams <font color='#83d18a'>+{v2}</font>"
bless_100162a,Lucent Beam Damage,{k1} Damage Multiplier <font color='#83d18a'>+{v1}%</font> ， Duration <font color='#83d18a'>+{v2}%</font>,{k1} Damage Multiplier <font color='#83d18a'>+{v1}%</font> ， Duration <font color='#83d18a'>+{v2}%</font>
bless_100163,Howl Upgrade,"{k1} Attack Damage Reduction <font color='#83d18a'>+{v1}%</font>, Armor Reduction <font color='#83d18a'>+{v2}</font>","{k1} Attack Damage Reduction <font color='#83d18a'>+{v1}%</font>, Armor Reduction <font color='#83d18a'>+{v2}</font>"
bless_100164,Feral Impulse Upgrade,"{k1} Attack Damage <font color='#83d18a'>+{v1}%</font>, Bonus Health Regen <font color='#83d18a'>+{v2}</font>","{k1} Attack Damage <font color='#83d18a'>+{v1}%</font>, Bonus Health Regen <font color='#83d18a'>+{v2}</font>"
bless_100165,Shapeshift Upgrade,"{k1} Critical Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Critical Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100166,Shockwave Upgrade,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100167,Skewer Upgrade,"{k1} Dash Distance <font color='#83d18a'>+{v1}%</font>, Damage <font color='#83d18a'>+{v2}%</font>","{k1} Dash Distance <font color='#83d18a'>+{v1}%</font>, Damage <font color='#83d18a'>+{v2}%</font>"
bless_100168,Reverse Polarity Cooldown,"{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, Stun Duration <font color='#83d18a'>-{v2}%</font>","{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, Stun Duration <font color='#83d18a'>-{v2}%</font>"
bless_100169,Guardian Sprint Upgrade,"{k1} Attack Damage Bonus <font color='#83d18a'>+{v1}%</font>, Lifesteal <font color='#83d18a'>+{v2}%</font>","{k1} Attack Damage Bonus <font color='#83d18a'>+{v1}%</font>, Lifesteal <font color='#83d18a'>+{v2}%</font>"
bless_100170,Unleash Interval,"{k1} Interval <font color='#83d18a'>-{v1}</font>s, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Interval <font color='#83d18a'>-{v1}</font>s, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100171,Unleash Damage,"{k1} Attack Speed Bonus <font color='#83d18a'>+{v1}</font>, Combo Punches <font color='#83d18a'>+{v2}</font>","{k1} Attack Speed Bonus <font color='#83d18a'>+{v1}</font>, Combo Punches <font color='#83d18a'>+{v2}</font>"
bless_100172,Spear of Mars Upgrade,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100173,God's Rebuke Upgrade,"{k1} Critical Damage <font color='#83d18a'>+{v1}%</font>, Bonus Damage to Heroes <font color='#83d18a'>+{v2}</font>","{k1} Critical Damage <font color='#83d18a'>+{v1}%</font>, Bonus Damage to Heroes <font color='#83d18a'>+{v2}</font>"
bless_100174,Arena of Blood Upgrade,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100174a,Bulwark Rebuke,"While Bulwark is active, fire a God's Rebuke forward every <font color='#83d18a'>{interval}</font>s","While Bulwark is active, fire a God's Rebuke forward every <font color='#83d18a'>{interval}</font>s"
bless_100175,Mana Shield Upgrade,"{k1} Mana Absorb Factor per Level <font color='#83d18a'>+{v1}</font>, Base Mana Absorb Factor <font color='#83d18a'>+{v2}</font>","{k1} Mana Absorb Factor per Level <font color='#83d18a'>+{v1}</font>, Base Mana Absorb Factor <font color='#83d18a'>+{v2}</font>"
bless_100176,Mystic Snake Upgrade,"{k1} Base Damage <font color='#83d18a'>+{v1}%</font>, Mana Steal <font color='#83d18a'>+{v2}%</font>","{k1} Base Damage <font color='#83d18a'>+{v1}%</font>, Mana Steal <font color='#83d18a'>+{v2}%</font>"
bless_100177,Stone Gaze Upgrade,"{k1} Bonus Physical Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Bonus Physical Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100178,Meepo,0,0
bless_100179,Meepo,0,0
bless_100180,Meepo,0,0
bless_100181,Starstorm Upgrade,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Radius increased to <font color='#83d18a'>{v2}</font>","{k1} Damage <font color='#83d18a'>+{v1}%</font>, Radius increased to <font color='#83d18a'>{v2}</font>"
bless_100182,Sacred Arrow Upgrade,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100183,Leap Upgrade,"{k1} Attack Speed Bonus <font color='#83d18a'>+{v1}</font>, Max Charges <font color='#83d18a'>+{v2}</font>","{k1} Attack Speed Bonus <font color='#83d18a'>+{v1}</font>, Max Charges <font color='#83d18a'>+{v2}</font>"
bless_100183a,Moonlight Shadow Reinforcement,"{k1} Damage Bonus <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Damage Bonus <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100184,Monkey King,0,0
bless_100185,Monkey King,0,0
bless_100186,Monkey King,0,0
bless_100187,Waveform Cooldown,{k1} Cooldown <font color='#83d18a'>-{v2}%</font>,{k1} Cooldown <font color='#83d18a'>-{v2}%</font>
bless_100188,Adaptive Strike Upgrade,"{k1} Max Agility Factor <font color='#83d18a'>+{v1}</font>, Cooldown <font color='#83d18a'>-{v2}%</font>","{k1} Max Agility Factor <font color='#83d18a'>+{v1}</font>, Cooldown <font color='#83d18a'>-{v2}%</font>"
bless_100189,Adaptive Strike Upgrade,Agility <font color='#83d18a'>+{mj}</font>，{k1} Rate <font color='#83d18a'>+{v1}%</font>,Agility <font color='#83d18a'>+{mj}</font>，{k1} Rate <font color='#83d18a'>+{v1}%</font>
bless_100189a,Adaptive Strike Upgrade,Strength <font color='#83d18a'>+{ll}</font>，{k1} Rate <font color='#83d18a'>+{v1}%</font>,Strength <font color='#83d18a'>+{ll}</font>，{k1} Rate <font color='#83d18a'>+{v1}%</font>
bless_100190,Dead Shot Upgrade,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100191,Gunslinger Upgrade,"{k1} Bonus Damage <font color='#83d18a'>+{v1}</font>, Search Radius <font color='#83d18a'>+{v2}</font>","{k1} Bonus Damage <font color='#83d18a'>+{v1}</font>, Search Radius <font color='#83d18a'>+{v2}</font>"
bless_100192,Pierce the Veil Upgrade,"{k1} Attack Damage Bonus <font color='#83d18a'>+{v1}</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Attack Damage Bonus <font color='#83d18a'>+{v1}</font>, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100193,Ensnare Upgrade,"{k1} Cast Range <font color='#83d18a'>+{v1}</font>, {k4} Speed <font color='#83d18a'>+{v2}</font>","{k1} Cast Range <font color='#83d18a'>+{v1}</font>, {k4} Speed <font color='#83d18a'>+{v2}</font>"
bless_100194,Mirror Image Upgrade,{k1} Number of Images <font color='#83d18a'>+{v1}</font>,{k1} Number of Images <font color='#83d18a'>+{v1}</font>
bless_100195,Song of the Siren Upgrade,"{k1} Cooldown <font color='#83d18a'>-{v1}%</font>, Max Health Regen per Second <font color='#83d18a'>+{v2}%</font>","{k1} Cooldown <font color='#83d18a'>-{v1}%</font>, Max Health Regen per Second <font color='#83d18a'>+{v2}%</font>"
bless_100196,Death Pulse Upgrade,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100197,Heartstopper Aura Upgrade,"{k1} Health Loss per Second <font color='#83d18a'>+{v1}%</font>, Radius <font color='#83d18a'>+{v2}</font>","{k1} Health Loss per Second <font color='#83d18a'>+{v1}%</font>, Radius <font color='#83d18a'>+{v2}</font>"
bless_100198,Necrophos,"{k1} Damage per health missing <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Damage per health missing <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100199,Necromastery (Innate) Upgrade,"{k1} ATK/Soul <font color='#83d18a'>+{v1}</font>, Max Souls <font color='#83d18a'>+{v2}</font>, gains <font color='#83d18a'>{soul}</font> souls every <font color='#83d18a'>{interval}</font>s.","{k1} ATK/Soul <font color='#83d18a'>+{v1}</font>, Max Souls <font color='#83d18a'>+{v2}</font>, gains <font color='#83d18a'>{soul}</font> souls every <font color='#83d18a'>{interval}</font>s."
bless_100200,Shadow Fiend Spell Damage,{k1}/{k4} Damage <font color='#83d18a'>+{v1}%</font>,{k1}/{k4} Damage <font color='#83d18a'>+{v1}%</font>
bless_100201,Requiem of Souls Cooldown,"{k1} Cooldown <font color='#83d18a'>-{v1}%</font>, {k4} Death Soul Loss reduced to <font color='#83d18a'>{v2}</font>","{k1} Cooldown <font color='#83d18a'>-{v1}%</font>, {k4} Death Soul Loss reduced to <font color='#83d18a'>{v2}</font>"
bless_100201a,Necromastery (Innate) Upgrade,"{k1} ATK/Soul <font color='#83d18a'>+{v1}</font>, Max Souls <font color='#83d18a'>+{v2}</font>, gains <font color='#83d18a'>{soul}</font> souls every <font color='#83d18a'>{interval}</font>s.","{k1} ATK/Soul <font color='#83d18a'>+{v1}</font>, Max Souls <font color='#83d18a'>+{v2}</font>, gains <font color='#83d18a'>{soul}</font> souls every <font color='#83d18a'>{interval}</font>s."
bless_100202,Void Upgrade,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100202a,Night Crawler Upgrade,"{k1} Attack Speed Bonus <font color='#83d18a'>+{v1}</font>, Move Speed Bonus <font color='#83d18a'>+{v2}%</font>","{k1} Attack Speed Bonus <font color='#83d18a'>+{v1}</font>, Move Speed Bonus <font color='#83d18a'>+{v2}%</font>"
bless_100203,Dark Ascension Upgrade,"{k1} Attack Damage Bonus <font color='#83d18a'>+{v1}</font>, Duration <font color='#83d18a'>+{v2}</font>s","{k1} Attack Damage Bonus <font color='#83d18a'>+{v1}</font>, Duration <font color='#83d18a'>+{v2}</font>s"
bless_100204,Void Silence,"Void Silences the target for <font color='#83d18a'>{duration}</font>s (does not pierce debuff immunity), and Night Stalker's attacks extend the Silence by <font color='#83d18a'>{delay}</font>s.","Void Silences the target for <font color='#83d18a'>{duration}</font>s (does not pierce debuff immunity), and Night Stalker's attacks extend the Silence by <font color='#83d18a'>{delay}</font>s."
bless_100205,Impale Upgrade,{k1} Damage <font color='#83d18a'>+{v1}%</font>,{k1} Damage <font color='#83d18a'>+{v1}%</font>
bless_100206,Vendetta Upgrade,"{k1} Bonus Damage <font color='#83d18a'>+{v1}</font>, Cooldown <font color='#83d18a'>-{v2}%</font>","{k1} Bonus Damage <font color='#83d18a'>+{v1}</font>, Cooldown <font color='#83d18a'>-{v2}%</font>"
bless_100207,Mind Flare Upgrade,"{k1} Bonus Damage <font color='#83d18a'>+{v1}%</font>, Check Duration <font color='#83d18a'>+{v2}</font>s","{k1} Bonus Damage <font color='#83d18a'>+{v1}%</font>, Check Duration <font color='#83d18a'>+{v2}</font>s"
bless_100208,Essence Flux (Innate) Upgrade,{k1} Max MP <font color='#83d18a'>+{v1}</font>,{k1} Max MP <font color='#83d18a'>+{v1}</font>
bless_100209,Arcane Orb Upgrade,{k1} Damage Factor <font color='#83d18a'>+{v1}%</font>,{k1} Damage Factor <font color='#83d18a'>+{v1}%</font>
bless_100210,Sanity's Eclipse Upgrade,{k1} Mana Difference Damage Factor <font color='#83d18a'>+{v1}</font>,{k1} Mana Difference Damage Factor <font color='#83d18a'>+{v1}</font>
bless_100211,Fireblast Upgrade,{k1} Damage <font color='#83d18a'>+{v1}%</font>,{k1} Damage <font color='#83d18a'>+{v1}%</font>
bless_100212,Multicast Upgrade,"{k1} 4x Cast Chance <font color='#83d18a'>+{v1}%</font>, 3x Cast Chance <font color='#83d18a'>+{v1}%</font>","{k1} 4x Cast Chance <font color='#83d18a'>+{v1}%</font>, 3x Cast Chance <font color='#83d18a'>+{v1}%</font>"
